ref,fundam_legal,beneficio,item,codigo_ncm,descricao_ncm,descr_produto,proporcao,ncm,tributos_nfe,valor_nfe
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041912,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp)Fresc/Refr.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041912,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp)Fresc/Refr.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041912,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp)Fresc/Refr.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041913,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Fresc/Refr.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041913,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Fresc/Refr.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041913,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Fresc/Refr.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041919,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Outros Peixes Frescos Refrigerados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041919,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Outros Peixes Frescos Refrigerados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041919,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Outros Peixes Frescos Refrigerados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outras Carnes De Peixes Fresc. Ou Refriger.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outras Carnes De Peixes Fresc. Ou Refriger.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outras Carnes De Peixes Fresc. Ou Refriger.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042010,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Files De Merluza, Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042010,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Files De Merluza, Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042010,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Files De Merluza, Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042020,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Pargo (Lutjanus Purpureus)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042020,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Pargo (Lutjanus Purpureus)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042020,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Pargo (Lutjanus Purpureus)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042030,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Tilapia(Oreochromis Niloticus)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042030,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Tilapia(Oreochromis Niloticus)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042030,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Tilapia(Oreochromis Niloticus)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042040,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Cherne-Pov(Polyprion Americanus)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042040,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Cherne-Pov(Polyprion Americanus)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042040,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Cherne-Pov(Polyprion Americanus)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042050,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp.) Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042050,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp.) Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042050,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Garoupa(Acanthistius Spp.) Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042060,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042060,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042060,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File D/Bagre(Ictalurus Puntactus)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042070,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - F.D/Merl.Neg.(Dissostichus Eleginoides)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042070,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - F.D/Merl.Neg.(Dissostichus Eleginoides)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042070,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - F.D/Merl.Neg.(Dissostichus Eleginoides)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042090,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados",-,0,03042090,85.61,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042090,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados",Peixes e carnes de peixes,1,03042090,85.61,1561.93
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042090,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,03042090,85.61,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Espadartes (Xiphias Gladius) Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Espadartes (Xiphias Gladius) Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Espadartes (Xiphias Gladius) Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Marlongas-Negras (Dissostichus Elegin.)Cong.",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Marlongas-Negras (Dissostichus Elegin.)Cong.",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Marlongas-Negras (Dissostichus Elegin.)Cong.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042290,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042290,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042290,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files De Peixes, Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042910,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Merluza (Merluccius Spp.) Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042910,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Merluza (Merluccius Spp.) Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042910,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Merluza (Merluccius Spp.) Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042920,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Pargo (Lutjanus Purpureus) Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042920,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Pargo (Lutjanus Purpureus) Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042920,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Pargo (Lutjanus Purpureus) Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042930,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Tilapia (Oreochromis Niloticus) Congel.",-,0,03042930,0,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042930,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Tilapia (Oreochromis Niloticus) Congel.",Peixes e carnes de peixes,1,03042930,0,130.62
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042930,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Tilapia (Oreochromis Niloticus) Congel.","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,03042930,0,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042940,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Cher-Pov. (Polyprion Amer.)Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042940,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Cher-Pov. (Polyprion Amer.)Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042940,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Cher-Pov. (Polyprion Amer.)Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042950,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Garoupa (Acanthistius Spp.) Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042950,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Garoupa (Acanthistius Spp.) Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042950,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Garoupa (Acanthistius Spp.) Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042960,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Bagre (Ictalurus Puntactus) Congelados",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042960,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Bagre (Ictalurus Puntactus) Congelados",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042960,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - File/Bagre (Ictalurus Puntactus) Congelados","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042970,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - FILé DE TUBARãO-AZUL (PRIONACE GLAUCA), CONGELADOS",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042970,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - FILé DE TUBARãO-AZUL (PRIONACE GLAUCA), CONGELADOS",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042970,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - FILé DE TUBARãO-AZUL (PRIONACE GLAUCA), CONGELADOS","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files Congelados De Peixes",-,0,-,-,-
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files Congelados De Peixes",Peixes e carnes de peixes,1,-,-,-
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042990,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros Files Congelados De Peixes","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,-,-,-
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - -- Tilápias (Oreochromisspp.)",-,0,03043100,74751.61,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - -- Tilápias (Oreochromisspp.)",Peixes e carnes de peixes,1,03043100,74751.61,551491.97
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043100,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - -- Tilápias (Oreochromisspp.)","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,03043100,74751.61,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Bagre americano (Ictalurus punctatus)",-,0,03043210,0,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Bagre americano (Ictalurus punctatus)",Peixes e carnes de peixes,1,03043210,0,111.28
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043210,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Bagre americano (Ictalurus punctatus)","Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,03043210,0,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043290,"Animais vivos e produtos do reino animal - Peixes e crustáceos, moluscos e outros invertebrados aquáticos. - Filés (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados. - Outros",-,0,03043290,7653.260000000001,0
